dealership,transfer_center,distance
45688,67016,814.0
46405,67016,601.0
47683,67016,552.0
50528,67016,396.0
52240,67016,411.0
53066,67016,596.0
53267,67016,617.0
55315,67016,512.0
55428,67016,540.0
56459,67016,618.0
56554,67016,621.0
56725,67016,709.0
57270,67016,551.0
57772,67016,448.0
57773,67016,507.0
58566,67016,625.0
58620,67016,661.0
60421,67016,558.0
60952,67016,1405.0
61616,67016,1288.0
61756,67016,1318.0
61845,67016,1324.0
62444,67016,484.0
63530,67016,305.0
63640,67016,388.0
64735,67016,206.0
65230,67016,276.0
65898,67016,236.0
66781,67016,158.0
67204,67016,13.0
67418,67016,94.0
67860,67016,909.0
69135,67016,334.0
71315,67016,550.0
71984,67016,1521.0
72183,67016,373.0
72955,67016,234.0
75034,67016,330.0
76047,67016,1198.0
76327,67016,1162.0
77046,67016,576.0
77250,67016,1381.0
77533,67016,1323.0
78430,67016,1104.0
79538,67016,426.0
79903,67016,658.0
79937,67016,1143.0
79942,67016,656.0
81023,67016,406.0
81057,67016,293.0
81126,67016,434.0
82054,67016,421.0
82217,67016,448.0
82922,67016,766.0
84340,67016,808.0
84636,67016,876.0
84656,67016,904.0
87059,67016,526.0
88527,67016,656.0
88533,67016,656.0
89180,67016,978.0
90590,67016,1291.0
90711,67016,1195.0
91521,67016,1187.0
91523,67016,1187.0
91776,67016,1177.0
91946,67016,1154.0
92033,67016,1146.0
93203,67016,1195.0
95009,67016,1335.0
95054,67016,1334.0
95664,67016,1272.0
97028,67016,1346.0
97403,67016,1392.0
98498,67016,1418.0
99013,67016,1055.0
99070,67016,1066.0
B2G,67016,1890.0
B2R,67016,1811.0
E3Z,67016,1630.0
E4E,67016,1722.0
E5V,67016,1645.0
G0P,67016,1431.0
G0Z,67016,1414.0
G2G,67016,1459.0
H2V,67016,1335.0
H9B,67016,1326.0
J1Z,67016,1397.0
J8B,67016,1319.0
J9Y,67016,1166.0
K1A,67016,1235.0
L4M,67016,1029.0
L5C,67016,1012.0
L6M,67016,1004.0
L8L,67016,997.0
M1J,67016,1035.0
M1N,67016,1033.0
M5G,67016,1026.0
N1R,67016,980.0
N2M,67016,968.0
N6A,67016,923.0
P6C,67016,898.0
R4K,67016,829.0
T3C,67016,1219.0
T3R,67016,1229.0
V0C,67016,1895.0
V3L,67016,1482.0
V3W,67016,1478.0
V7P,67016,1494.0
V8W,67016,1482.0
V8Z,67016,1485.0
V9G,67016,1515.0
01079,71989,2336.0
04412,71989,2589.0
06016,71989,2314.0
07423,71989,2213.0
08504,71989,2162.0
08740,71989,2160.0
10977,71989,2221.0
11769,71989,2237.0
13482,71989,2261.0
14067,71989,2181.0
14530,71989,2171.0
15240,71989,1982.0
15930,71989,2015.0
16863,71989,2056.0
16933,71989,2151.0
17726,71989,2102.0
17944,71989,2118.0
18425,71989,2202.0
19126,71989,2129.0
21918,71989,2072.0
22610,71989,1952.0
23430,71989,1921.0
23850,71989,1886.0
24570,71989,521.0
24934,71989,1873.0
25430,71989,855.0
26764,71989,866.0
30240,71989,1403.0
31093,71989,1432.0
31791,71989,1365.0
33830,71989,954.0
33880,71989,1288.0
35582,71989,1399.0
36304,71989,1289.0
36525,71989,1186.0
37202,71989,1548.0
37669,71989,1684.0
37869,71989,1660.0
37874,71989,453.0
37916,71989,449.0
39215,71989,1215.0
41528,71989,1753.0
41832,71989,1705.0
41855,71989,1713.0
43053,71989,362.0
43151,71989,1841.0
43553,71989,308.0
43652,71989,1960.0
45688,71989,1809.0
46405,71989,1869.0
47683,71989,1657.0
50528,71989,1891.0
52240,71989,1811.0
53066,71989,1949.0
53267,71989,1954.0
55315,71989,2003.0
55428,71989,2028.0
56459,71989,2122.0
56554,71989,2139.0
56725,71989,2226.0
57270,71989,2072.0
57772,71989,1916.0
57773,71989,1954.0
58566,71989,2134.0
58620,71989,2143.0
60421,71989,1845.0
60952,71989,370.0
61616,71989,396.0
61756,71989,390.0
61845,71989,379.0
62444,71989,1693.0
63530,71989,1684.0
63640,71989,1567.0
64735,71989,1570.0
65230,71989,1637.0
65898,71989,1493.0
66781,71989,1487.0
67204,71989,1512.0
67418,71989,1612.0
67860,71989,673.0
69135,71989,1832.0
71315,71989,1095.0
71984,71989,2.0
72183,71989,1329.0
72955,71989,1371.0
75034,71989,1194.0
76047,71989,402.0
76327,71989,401.0
77046,71989,963.0
77250,71989,649.0
77533,71989,747.0
78430,71989,504.0
79538,71989,1125.0
79903,71989,1247.0
79937,71989,400.0
79942,71989,1238.0
81023,71989,1608.0
81057,71989,1575.0
81126,71989,1556.0
82054,71989,1792.0
82217,71989,1841.0
82922,71989,2045.0
84340,71989,1976.0
84636,71989,1327.0
84656,71989,1290.0
87059,71989,1443.0
88527,71989,1238.0
88533,71989,1238.0
89180,71989,1789.0
90590,71989,237.0
90711,71989,1810.0
91521,71989,1827.0
91523,71989,1827.0
91776,71989,1814.0
91946,71989,1708.0
92033,71989,1726.0
93203,71989,1894.0
95009,71989,2120.0
95054,71989,2125.0
95664,71989,2148.0
97028,71989,2486.0
97403,71989,2469.0
98498,71989,2606.0
99013,71989,652.0
99070,71989,640.0
B2G,71989,2885.0
B2R,71989,2789.0
E3Z,71989,2724.0
E4E,71989,2752.0
E5V,71989,2665.0
G0P,71989,2545.0
G0Z,71989,2539.0
G2G,71989,2594.0
H2V,71989,2458.0
H9B,71989,2451.0
J1Z,71989,2517.0
J8B,71989,2464.0
J9Y,71989,2454.0
K1A,71989,2388.0
L4M,71989,2218.0
L5C,71989,2170.0
L6M,71989,2160.0
L8L,71989,2149.0
M1J,71989,2192.0
M1N,71989,2189.0
M5G,71989,2183.0
N1R,71989,2143.0
N2M,71989,2139.0
N6A,71989,2094.0
P6C,71989,2241.0
R4K,71989,2351.0
T3C,71989,2608.0
T3R,71989,2619.0
V0C,71989,3283.0
V3L,71989,2723.0
V3W,71989,2718.0
V7P,71989,2735.0
V8W,71989,2697.0
V8Z,71989,2701.0
V9G,71989,2739.0
01079,77005,1545.0
04412,77005,1785.0
06016,77005,1526.0
07423,77005,1426.0
08504,77005,1380.0
08740,77005,1393.0
10977,77005,1432.0
11769,77005,1464.0
13482,77005,1435.0
14067,77005,1316.0
14530,77005,1318.0
15240,77005,1140.0
15930,77005,1191.0
16863,77005,1224.0
16933,77005,1321.0
17726,77005,1279.0
17944,77005,1315.0
18425,77005,1398.0
19126,77005,1349.0
21918,77005,1289.0
22610,77005,1161.0
23430,77005,1192.0
23850,77005,1139.0
24570,77005,774.0
24934,77005,1071.0
25430,77005,389.0
26764,77005,367.0
30240,77005,652.0
31093,77005,725.0
31791,77005,699.0
33830,77005,649.0
33880,77005,835.0
35582,77005,538.0
36304,77005,608.0
36525,77005,449.0
37202,77005,676.0
37669,77005,880.0
37869,77005,846.0
37874,77005,670.0
37916,77005,656.0
39215,77005,358.0
41528,77005,935.0
41832,77005,882.0
41855,77005,892.0
43053,77005,627.0
43151,77005,967.0
43553,77005,689.0
43652,77005,1064.0
45688,77005,963.0
46405,77005,937.0
47683,77005,749.0
50528,77005,929.0
52240,77005,852.0
53066,77005,1002.0
53267,77005,1010.0
55315,77005,1041.0
55428,77005,1066.0
56459,77005,1161.0
56554,77005,1182.0
56725,77005,1268.0
57270,77005,1120.0
57772,77005,1009.0
57773,77005,1060.0
58566,77005,1202.0
58620,77005,1231.0
60421,77005,907.0
60952,77005,918.0
61616,77005,800.0
61756,77005,832.0
61845,77005,835.0
62444,77005,761.0
63530,77005,724.0
63640,77005,627.0
64735,77005,607.0
65230,77005,677.0
65898,77005,532.0
66781,77005,525.0
67204,77005,566.0
67418,77005,671.0
67860,77005,459.0
69135,77005,906.0
71315,77005,205.0
71984,77005,962.0
72183,77005,387.0
72955,77005,409.0
75034,77005,251.0
76047,77005,696.0
76327,77005,645.0
77046,77005,1.0
77250,77005,834.0
77533,77005,797.0
78430,77005,623.0
79538,77005,297.0
79903,77005,669.0
79937,77005,615.0
79942,77005,660.0
81023,77005,795.0
81057,77005,719.0
81126,77005,770.0
82054,77005,927.0
82217,77005,969.0
82922,77005,1244.0
84340,77005,1230.0
84636,77005,889.0
84656,77005,887.0
87059,77005,733.0
88527,77005,660.0
88533,77005,660.0
89180,77005,1224.0
90590,77005,743.0
90711,77005,1370.0
91521,77005,1373.0
91523,77005,1373.0
91776,77005,1360.0
91946,77005,1291.0
92033,77005,1296.0
93203,77005,1412.0
95009,77005,1609.0
95054,77005,1611.0
95664,77005,1584.0
97028,77005,1786.0
97403,77005,1806.0
98498,77005,1882.0
99013,77005,647.0
99070,77005,652.0
B2G,77005,2110.0
B2R,77005,2019.0
E3Z,77005,1897.0
E4E,77005,1956.0
E5V,77005,1870.0
G0P,77005,1703.0
G0Z,77005,1691.0
G2G,77005,1744.0
H2V,77005,1608.0
H9B,77005,1600.0
J1Z,77005,1671.0
J8B,77005,1605.0
J9Y,77005,1541.0
K1A,77005,1523.0
L4M,77005,1331.0
L5C,77005,1292.0
L6M,77005,1282.0
L8L,77005,1272.0
M1J,77005,1316.0
M1N,77005,1312.0
M5G,77005,1306.0
N1R,77005,1261.0
N2M,77005,1254.0
N6A,77005,1206.0
P6C,77005,1305.0
R4K,77005,1398.0
T3C,77005,1761.0
T3R,77005,1772.0
V0C,77005,2445.0
V3L,77005,1970.0
V3W,77005,1966.0
V7P,77005,1982.0
V8W,77005,1959.0
V8Z,77005,1963.0
V9G,77005,1997.0
01079,77217,2059.0
04412,77217,2312.0
06016,77217,2038.0
07423,77217,1936.0
08504,77217,1885.0
08740,77217,1885.0
10977,77217,1944.0
11769,77217,1962.0
13482,77217,1981.0
14067,77217,1898.0
14530,77217,1889.0
15240,77217,1700.0
15930,77217,1735.0
16863,77217,1775.0
16933,77217,1870.0
17726,77217,1822.0
17944,77217,1840.0
18425,77217,1923.0
19126,77217,1852.0
21918,77217,1795.0
22610,77217,1674.0
23430,77217,1649.0
23850,77217,1611.0
24570,77217,342.0
24934,77217,1594.0
25430,77217,664.0
26764,77217,669.0
30240,77217,1123.0
31093,77217,1155.0
31791,77217,1091.0
33830,77217,830.0
33880,77217,1037.0
35582,77217,1116.0
36304,77217,1012.0
36525,77217,904.0
37202,77217,1265.0
37669,77217,1403.0
37869,77217,1379.0
37874,77217,371.0
37916,77217,357.0
39215,77217,932.0
41528,77217,1472.0
41832,77217,1424.0
41855,77217,1431.0
43053,77217,203.0
43151,77217,1558.0
43553,77217,198.0
43652,77217,1676.0
45688,77217,1526.0
46405,77217,1588.0
47683,77217,1374.0
50528,77217,1624.0
52240,77217,1536.0
53066,77217,1670.0
53267,77217,1674.0
55315,77217,1734.0
55428,77217,1759.0
56459,77217,1855.0
56554,77217,1877.0
56725,77217,1963.0
57270,77217,1813.0
57772,77217,1678.0
57773,77217,1721.0
58566,77217,1886.0
58620,77217,1904.0
60421,77217,1565.0
60952,77217,460.0
61616,77217,404.0
61756,77217,420.0
61845,77217,413.0
62444,77217,1412.0
63530,77217,1410.0
63640,77217,1288.0
64735,77217,1299.0
65230,77217,1364.0
65898,77217,1220.0
66781,77217,1219.0
67204,77217,1255.0
67418,77217,1358.0
67860,77217,499.0
69135,77217,1585.0
71315,77217,815.0
71984,77217,283.0
72183,77217,1051.0
72955,77217,1101.0
75034,77217,936.0
76047,77217,334.0
76327,77217,288.0
77046,77217,696.0
77250,77217,480.0
77533,77217,551.0
78430,77217,397.0
79538,77217,891.0
79903,77217,1081.0
79937,77217,254.0
79942,77217,1070.0
81023,77217,1396.0
81057,77217,1349.0
81126,77217,1350.0
82054,77217,1566.0
82217,77217,1614.0
82922,77217,1843.0
84340,77217,1790.0
84636,77217,1204.0
84656,77217,1174.0
87059,77217,1253.0
88527,77217,1070.0
88533,77217,1070.0
89180,77217,1651.0
90590,77217,164.0
90711,77217,1709.0
91521,77217,1723.0
91523,77217,1723.0
91776,77217,1709.0
91946,77217,1610.0
92033,77217,1625.0
93203,77217,1784.0
95009,77217,2007.0
95054,77217,2011.0
95664,77217,2020.0
97028,77217,2321.0
97403,77217,2316.0
98498,77217,2435.0
99013,77217,558.0
99070,77217,549.0
B2G,77217,2612.0
B2R,77217,2516.0
E3Z,77217,2445.0
E4E,77217,2476.0
E5V,77217,2389.0
G0P,77217,2264.0
G0Z,77217,2258.0
G2G,77217,2313.0
H2V,77217,2177.0
H9B,77217,2169.0
J1Z,77217,2236.0
J8B,77217,2182.0
J9Y,77217,2171.0
K1A,77217,2106.0
L4M,77217,1935.0
L5C,77217,1887.0
L6M,77217,1877.0
L8L,77217,1866.0
M1J,77217,1909.0
M1N,77217,1906.0
M5G,77217,1900.0
N1R,77217,1860.0
N2M,77217,1856.0
N6A,77217,1811.0
P6C,77217,1960.0
R4K,77217,2092.0
T3C,77217,2396.0
T3R,77217,2407.0
V0C,77217,3077.0
V3L,77217,2544.0
V3W,77217,2539.0
V7P,77217,2556.0
V8W,77217,2522.0
V8Z,77217,2527.0
V9G,77217,2563.0
01079,79935,2434.0
04412,79935,2672.0
06016,79935,2415.0
07423,79935,2315.0
08504,79935,2269.0
08740,79935,2282.0
10977,79935,2322.0
11769,79935,2354.0
13482,79935,2321.0
14067,79935,2194.0
14530,79935,2199.0
15240,79935,2026.0
15930,79935,2079.0
16863,79935,2111.0
16933,79935,2207.0
17726,79935,2166.0
17944,79935,2204.0
18425,79935,2287.0
19126,79935,2238.0
21918,79935,2178.0
22610,79935,2050.0
23430,79935,2076.0
23850,79935,2025.0
24570,79935,1052.0
24934,79935,1960.0
25430,79935,529.0
26764,79935,553.0
30240,79935,1529.0
31093,79935,1593.0
31791,79935,1552.0
33830,79935,398.0
33880,79935,1605.0
35582,79935,1428.0
36304,79935,1460.0
36525,79935,1309.0
37202,79935,1562.0
37669,79935,1769.0
37869,79935,1735.0
37874,79935,351.0
37916,79935,368.0
39215,79935,1246.0
41528,79935,1824.0
41832,79935,1772.0
41855,79935,1781.0
43053,79935,523.0
43151,79935,1848.0
43553,79935,517.0
43652,79935,1933.0
45688,79935,1850.0
46405,79935,1782.0
47683,79935,1621.0
50528,79935,1650.0
52240,79935,1643.0
53066,79935,1818.0
53267,79935,1834.0
55315,79935,1765.0
55428,79935,1793.0
56459,79935,1862.0
56554,79935,1848.0
56725,79935,1934.0
57270,79935,1765.0
57772,79935,1527.0
57773,79935,1543.0
58566,79935,1767.0
58620,79935,1740.0
60421,79935,1745.0
60952,79935,356.0
61616,79935,327.0
61756,79935,327.0
61845,79935,338.0
62444,79935,1614.0
63530,79935,1517.0
63640,79935,1477.0
64735,79935,1392.0
65230,79935,1473.0
65898,79935,1343.0
66781,79935,1299.0
67204,79935,1250.0
67418,79935,1322.0
67860,79935,436.0
69135,79935,1483.0
71315,79935,1093.0
71984,79935,714.0
72183,79935,1253.0
72955,79935,1215.0
75034,79935,999.0
76047,79935,382.0
76327,79935,434.0
77046,79935,890.0
77250,79935,1188.0
77533,79935,1242.0
78430,79935,349.0
79538,79935,838.0
79903,79935,718.0
79937,79935,478.0
79942,79935,712.0
81023,79935,1156.0
81057,79935,1171.0
81126,79935,1091.0
82054,79935,1363.0
82217,79935,1414.0
82922,79935,1526.0
84340,79935,1422.0
84636,79935,695.0
84656,79935,650.0
87059,79935,943.0
88527,79935,712.0
88533,79935,712.0
89180,79935,1151.0
90590,79935,566.0
90711,79935,1125.0
91521,79935,1145.0
91523,79935,1145.0
91776,79935,1132.0
91946,79935,1022.0
92033,79935,1044.0
93203,79935,1217.0
95009,79935,1442.0
95054,79935,1447.0
95664,79935,1486.0
97028,79935,1868.0
97403,79935,1834.0
98498,79935,1997.0
99013,79935,246.0
99070,79935,243.0
B2G,79935,2999.0
B2R,79935,2908.0
E3Z,79935,2779.0
E4E,79935,2843.0
E5V,79935,2758.0
G0P,79935,2582.0
G0Z,79935,2570.0
G2G,79935,2622.0
H2V,79935,2487.0
H9B,79935,2478.0
J1Z,79935,2550.0
J8B,79935,2481.0
J9Y,79935,2385.0
K1A,79935,2397.0
L4M,79935,2198.0
L5C,79935,2164.0
L6M,79935,2155.0
L8L,79935,2145.0
M1J,79935,2189.0
M1N,79935,2185.0
M5G,79935,2179.0
N1R,79935,2133.0
N2M,79935,2125.0
N6A,79935,2076.0
P6C,79935,2129.0
R4K,79935,2026.0
T3C,79935,2092.0
T3R,79935,2103.0
V0C,79935,2733.0
V3L,79935,2127.0
V3W,79935,2121.0
V7P,79935,2138.0
V8W,79935,2092.0
V8Z,79935,2097.0
V9G,79935,2135.0
01079,80732,1645.0
04412,80732,1804.0
06016,80732,1637.0
07423,80732,1567.0
08504,80732,1544.0
08740,80732,1580.0
10977,80732,1569.0
11769,80732,1621.0
13482,80732,1496.0
14067,80732,1323.0
14530,80732,1353.0
15240,80732,1268.0
15930,80732,1338.0
16863,80732,1342.0
16933,80732,1407.0
17726,80732,1395.0
17944,80732,1459.0
18425,80732,1516.0
19126,80732,1526.0
21918,80732,1479.0
22610,80732,1383.0
23430,80732,1505.0
23850,80732,1444.0
24570,80732,1696.0
24934,80732,1308.0
25430,80732,940.0
26764,80732,926.0
30240,80732,1191.0
31093,80732,1276.0
31791,80732,1308.0
33830,80732,960.0
33880,80732,1559.0
35582,80732,991.0
36304,80732,1253.0
36525,80732,1143.0
37202,80732,994.0
37669,80732,1207.0
37869,80732,1172.0
37874,80732,1371.0
37916,80732,1366.0
39215,80732,984.0
41528,80732,1205.0
41832,80732,1172.0
41855,80732,1180.0
43053,80732,1425.0
43151,80732,1097.0
43553,80732,1481.0
43652,80732,1081.0
45688,80732,1163.0
46405,80732,885.0
47683,80732,918.0
50528,80732,524.0
52240,80732,666.0
53066,80732,824.0
53267,80732,852.0
55315,80732,596.0
55428,80732,619.0
56459,80732,630.0
56554,80732,575.0
56725,80732,646.0
57270,80732,486.0
57772,80732,186.0
57773,80732,186.0
58566,80732,423.0
58620,80732,382.0
60421,80732,843.0
60952,80732,1594.0
61616,80732,1485.0
61756,80732,1512.0
61845,80732,1520.0
62444,80732,830.0
63530,80732,626.0
63640,80732,773.0
64735,80732,586.0
65230,80732,624.0
65898,80732,644.0
66781,80732,572.0
67204,80732,433.0
67418,80732,352.0
67860,80732,1123.0
69135,80732,227.0
71315,80732,949.0
71984,80732,1787.0
72183,80732,793.0
72955,80732,652.0
75034,80732,679.0
76047,80732,1417.0
76327,80732,1396.0
77046,80732,923.0
77250,80732,1756.0
77533,80732,1710.0
78430,80732,1313.0
79538,80732,672.0
79903,80732,646.0
79937,80732,1390.0
79942,80732,651.0
81023,80732,203.0
81057,80732,214.0
81126,80732,270.0
82054,80732,5.0
82217,80732,56.0
82922,80732,346.0
84340,80732,403.0
84636,80732,777.0
84656,80732,821.0
87059,80732,424.0
88527,80732,651.0
88533,80732,651.0
89180,80732,672.0
90590,80732,1551.0
90711,80732,913.0
91521,80732,897.0
91523,80732,897.0
91776,80732,891.0
91946,80732,903.0
92033,80732,888.0
93203,80732,884.0
95009,80732,977.0
95054,80732,976.0
95664,80732,898.0
97028,80732,926.0
97403,80732,976.0
98498,80732,998.0
99013,80732,1217.0
99070,80732,1230.0
B2G,80732,2126.0
B2R,80732,2058.0
E3Z,80732,1847.0
E4E,80732,1957.0
E5V,80732,1890.0
G0P,80732,1658.0
G0Z,80732,1637.0
G2G,80732,1673.0
H2V,80732,1566.0
H9B,80732,1557.0
J1Z,80732,1623.0
J8B,80732,1542.0
J9Y,80732,1330.0
K1A,80732,1465.0
L4M,80732,1268.0
L5C,80732,1268.0
L6M,80732,1263.0
L8L,80732,1259.0
M1J,80732,1289.0
M1N,80732,1288.0
M5G,80732,1282.0
N1R,80732,1240.0
N2M,80732,1225.0
N6A,80732,1188.0
P6C,80732,1063.0
R4K,80732,696.0
T3C,80732,839.0
T3R,80732,850.0
V0C,80732,1523.0
V3L,80732,1067.0
V3W,80732,1063.0
V7P,80732,1078.0
V8W,80732,1064.0
V8Z,80732,1067.0
V9G,80732,1098.0
01079,81252,1759.0
04412,81252,1937.0
06016,81252,1749.0
07423,81252,1672.0
08504,81252,1643.0
08740,81252,1676.0
10977,81252,1674.0
11769,81252,1724.0
13482,81252,1613.0
14067,81252,1444.0
14530,81252,1470.0
15240,81252,1364.0
15930,81252,1433.0
16863,81252,1443.0
16933,81252,1516.0
17726,81252,1498.0
17944,81252,1559.0
18425,81252,1623.0
19126,81252,1622.0
21918,81252,1571.0
22610,81252,1464.0
23430,81252,1573.0
23850,81252,1512.0
24570,81252,1574.0
24934,81252,1384.0
25430,81252,765.0
26764,81252,754.0
30240,81252,1194.0
31093,81252,1281.0
31791,81252,1302.0
33830,81252,760.0
33880,81252,1533.0
35582,81252,996.0
36304,81252,1235.0
36525,81252,1107.0
37202,81252,1029.0
37669,81252,1258.0
37869,81252,1221.0
37874,81252,1190.0
37916,81252,1187.0
39215,81252,949.0
41528,81252,1268.0
41832,81252,1229.0
41855,81252,1237.0
43053,81252,1259.0
43151,81252,1182.0
43553,81252,1312.0
43652,81252,1188.0
45688,81252,1238.0
46405,81252,991.0
47683,81252,979.0
50528,81252,669.0
52240,81252,776.0
53066,81252,951.0
53267,81252,978.0
55315,81252,759.0
55428,81252,785.0
56459,81252,812.0
56554,81252,766.0
56725,81252,842.0
57270,81252,677.0
57772,81252,389.0
57773,81252,391.0
58566,81252,629.0
58620,81252,586.0
60421,81252,947.0
60952,81252,1406.0
61616,81252,1300.0
61756,81252,1326.0
61845,81252,1334.0
62444,81252,903.0
63530,81252,706.0
63640,81252,818.0
64735,81252,632.0
65230,81252,690.0
65898,81252,666.0
66781,81252,588.0
67204,81252,441.0
67418,81252,404.0
67860,81252,948.0
69135,81252,394.0
71315,81252,883.0
71984,81252,1618.0
72183,81252,775.0
72955,81252,633.0
75034,81252,593.0
76047,81252,1238.0
76327,81252,1222.0
77046,81252,814.0
77250,81252,1647.0
77533,81252,1612.0
78430,81252,1133.0
79538,81252,535.0
79903,81252,442.0
79937,81252,1220.0
79942,81252,447.0
81023,81252,25.0
81057,81252,138.0
81126,81252,66.0
82054,81252,211.0
82217,81252,261.0
82922,81252,436.0
84340,81252,417.0
84636,81252,575.0
84656,81252,618.0
87059,81252,218.0
88527,81252,447.0
88533,81252,447.0
89180,81252,551.0
90590,81252,1383.0
90711,81252,779.0
91521,81252,767.0
91523,81252,767.0
91776,81252,759.0
91946,81252,751.0
92033,81252,739.0
93203,81252,769.0
95009,81252,903.0
95054,81252,903.0
95664,81252,844.0
97028,81252,974.0
97403,81252,1002.0
98498,81252,1067.0
99013,81252,1027.0
99070,81252,1040.0
B2G,81252,2265.0
B2R,81252,2192.0
E3Z,81252,1991.0
E4E,81252,2095.0
E5V,81252,2024.0
G0P,81252,1798.0
G0Z,81252,1778.0
G2G,81252,1818.0
H2V,81252,1704.0
H9B,81252,1694.0
J1Z,81252,1763.0
J8B,81252,1682.0
J9Y,81252,1489.0
K1A,81252,1602.0
L4M,81252,1400.0
L5C,81252,1393.0
L6M,81252,1386.0
L8L,81252,1381.0
M1J,81252,1415.0
M1N,81252,1413.0
M5G,81252,1407.0
N1R,81252,1363.0
N2M,81252,1349.0
N6A,81252,1308.0
P6C,81252,1217.0
R4K,81252,900.0
T3C,81252,989.0
T3R,81252,1000.0
V0C,81252,1668.0
V3L,81252,1157.0
V3W,81252,1152.0
V7P,81252,1169.0
V8W,81252,1144.0
V8Z,81252,1148.0
V9G,81252,1182.0
01079,82450,1856.0
04412,82450,1979.0
06016,82450,1851.0
07423,82450,1795.0
08504,82450,1780.0
08740,82450,1820.0
10977,82450,1795.0
11769,82450,1849.0
13482,82450,1706.0
14067,82450,1531.0
14530,82450,1568.0
15240,82450,1517.0
15930,82450,1584.0
16863,82450,1581.0
16933,82450,1631.0
17726,82450,1628.0
17944,82450,1696.0
18425,82450,1740.0
19126,82450,1767.0
21918,82450,1726.0
22610,82450,1645.0
23430,82450,1780.0
23850,82450,1721.0
24570,82450,2045.0
24934,82450,1580.0
25430,82450,1249.0
26764,82450,1238.0
30240,82450,1524.0
31093,82450,1606.0
31791,82450,1644.0
33830,82450,1216.0
33880,82450,1902.0
35582,82450,1326.0
36304,82450,1595.0
36525,82450,1492.0
37202,82450,1310.0
37669,82450,1506.0
37869,82450,1473.0
37874,82450,1671.0
37916,82450,1668.0
39215,82450,1334.0
41528,82450,1493.0
41832,82450,1466.0
41855,82450,1473.0
43053,82450,1744.0
43151,82450,1364.0
43553,82450,1796.0
43652,82450,1320.0
45688,82450,1439.0
46405,82450,1134.0
47683,82450,1217.0
50528,82450,749.0
52240,82450,924.0
53066,82450,1046.0
53267,82450,1076.0
55315,82450,774.0
55428,82450,787.0
56459,82450,748.0
56554,82450,665.0
56725,82450,699.0
57270,82450,598.0
57772,82450,364.0
57773,82450,296.0
58566,82450,438.0
58620,82450,329.0
60421,82450,1097.0
60952,82450,1878.0
61616,82450,1776.0
61756,82450,1800.0
61845,82450,1810.0
62444,82450,1121.0
63530,82450,922.0
63640,82450,1090.0
64735,82450,911.0
65230,82450,931.0
65898,82450,979.0
66781,82450,912.0
67204,82450,780.0
67418,82450,689.0
67860,82450,1432.0
69135,82450,486.0
71315,82450,1304.0
71984,82450,2103.0
72183,82450,1140.0
72955,82450,1001.0
75034,82450,1033.0
76047,82450,1719.0
76327,82450,1706.0
77046,82450,1274.0
77250,82450,2109.0
77533,82450,2064.0
78430,82450,1613.0
79538,82450,1011.0
79903,82450,891.0
79937,82450,1704.0
79942,82450,899.0
81023,82450,498.0
81057,82450,557.0
81126,82450,547.0
82054,82450,353.0
82217,82450,320.0
82922,82450,97.0
84340,82450,249.0
84636,82450,945.0
84656,82450,993.0
87059,82450,672.0
88527,82450,899.0
88533,82450,899.0
89180,82450,647.0
90590,82450,1868.0
90711,82450,876.0
91521,82450,853.0
91523,82450,853.0
91776,82450,853.0
91946,82450,907.0
92033,82450,885.0
93203,82450,811.0
95009,82450,819.0
95054,82450,815.0
95664,82450,714.0
97028,82450,604.0
97403,82450,674.0
98498,82450,657.0
99013,82450,1499.0
99070,82450,1512.0
B2G,82450,2283.0
B2R,82450,2226.0
E3Z,82450,1995.0
E4E,82450,2117.0
E5V,82450,2061.0
G0P,82450,1821.0
G0Z,82450,1798.0
G2G,82450,1826.0
H2V,82450,1738.0
H9B,82450,1729.0
J1Z,82450,1788.0
J8B,82450,1708.0
J9Y,82450,1462.0
K1A,82450,1639.0
L4M,82450,1461.0
L5C,82450,1473.0
L6M,82450,1470.0
L8L,82450,1469.0
M1J,82450,1491.0
M1N,82450,1490.0
M5G,82450,1485.0
N1R,82450,1448.0
N2M,82450,1433.0
N6A,82450,1404.0
P6C,82450,1217.0
R4K,82450,669.0
T3C,82450,504.0
T3R,82450,516.0
V0C,82450,1184.0
V3L,82450,715.0
V3W,82450,711.0
V7P,82450,726.0
V8W,82450,716.0
V8Z,82450,719.0
V9G,82450,748.0
01079,84695,2220.0
04412,84695,2426.0
06016,84695,2206.0
07423,84695,2117.0
08504,84695,2080.0
08740,84695,2106.0
10977,84695,2121.0
11769,84695,2165.0
13482,84695,2084.0
14067,84695,1926.0
14530,84695,1945.0
15240,84695,1805.0
15930,84695,1870.0
16863,84695,1890.0
16933,84695,1976.0
17726,84695,1948.0
17944,84695,2001.0
18425,84695,2075.0
19126,84695,2054.0
21918,84695,1997.0
22610,84695,1877.0
23430,84695,1953.0
23850,84695,1893.0
24570,84695,1445.0
24934,84695,1788.0
25430,84695,554.0
26764,84695,563.0
30240,84695,1466.0
31093,84695,1550.0
31791,84695,1541.0
33830,84695,347.0
33880,84695,1702.0
35582,84695,1297.0
36304,84695,1455.0
36525,84695,1299.0
37202,84695,1387.0
37669,84695,1624.0
37869,84695,1585.0
37874,84695,846.0
37916,84695,852.0
39215,84695,1169.0
41528,84695,1656.0
41832,84695,1608.0
41855,84695,1617.0
43053,84695,980.0
43151,84695,1616.0
43553,84695,1013.0
